Estação de origem,Data,tempo de viagem,diff_media_sec,diff_media_min
EQS 104/304,2018-08-12,1137.2173913043478,44.16892516587927,0.74
EQS 104/304,2018-08-19,1003.2795698924731,-89.76889624599539,-1.5
EQS 104/304,2018-08-26,1167.1568627450981,74.10839660662964,1.24
EQS 104/304,2018-09-02,1166.2394366197184,73.1909704812499,1.22
EQS 202 / 203,2018-08-05,1297.0636363636363,204.01517022516782,3.4
EQS 202 / 203,2018-08-12,1201.8494623655913,108.80099622712282,1.81
EQS 202 / 203,2018-08-19,1280.3310344827587,187.2825683442902,3.12
EQS 202 / 203,2018-08-26,1196.6363636363637,103.58789749789526,1.73
EQS 202 / 203,2018-09-02,1113.7830188679245,20.734552729456027,0.35
EQS 204/205,2018-08-05,1360.5384615384614,267.48999539999295,4.46
EQS 204/205,2018-08-12,1303.8931297709923,210.84466363252386,3.51
EQS 204/205,2018-08-19,1378.3354838709677,285.2870177324992,4.75
EQS 204/205,2018-08-26,1503.1195652173913,410.07109907892277,6.83
EQS 204/205,2018-09-02,1066.7196261682243,-26.32883997024419,-0.44
Galeria,2018-08-05,1031.642857142857,-61.405608995611374,-1.02
Galeria,2018-08-12,936.361581920904,-156.6868842175645,-2.61
Galeria,2018-08-19,996.328125,-96.72034113846848,-1.61
Galeria,2018-08-26,999.906103286385,-93.14236285208347,-1.55
Galeria,2018-09-02,933.3376623376623,-159.71080380080616,-2.66
ICC Sul,2018-08-05,758.1603773584906,-334.8880887799779,-5.58
ICC Sul,2018-08-12,930.9030303030303,-162.1454358354382,-2.7
ICC Sul,2018-08-19,1006.0101214574898,-87.03834468097864,-1.45
ICC Sul,2018-08-26,956.6347305389221,-136.41373559954638,-2.27
ICC Sul,2018-09-02,999.8988549618321,-93.14961117663643,-1.55
INMETRO,2018-08-05,1050.6415094339623,-42.40695670450623,-0.71
INMETRO,2018-08-12,1229.7203389830509,136.67187284458237,2.28
INMETRO,2018-08-19,1086.2481751824816,-6.8002909559868385,-0.11
INMETRO,2018-08-26,1248.3353658536585,155.28689971518997,2.59
INMETRO,2018-09-02,971.4,-121.6484661384685,-2.03
Instituto de Artes,2018-08-05,933.1764705882352,-159.87199555023324,-2.66
Instituto de Artes,2018-08-12,936.1356783919598,-156.91278774650868,-2.62
Instituto de Artes,2018-08-19,985.9269406392694,-107.12152549919904,-1.79
Instituto de Artes,2018-08-26,975.0765957446808,-117.97187039378764,-1.97
Instituto de Artes,2018-09-02,985.3433835845896,-107.70508255387892,-1.8
Liberty Mall,2018-08-05,1174.2205882352941,81.17212209682566,1.35
Liberty Mall,2018-08-12,1087.3577981651376,-5.6906679733308465,-0.09
Liberty Mall,2018-08-19,1029.8793103448277,-63.16915579364081,-1.05
Liberty Mall,2018-08-26,1236.0666666666666,143.01820052819812,2.38
Liberty Mall,2018-09-02,1254.6836734693877,161.63520733091923,2.69
Memorial JK,2018-08-05,1408.0597014925372,315.01123535406873,5.25
Memorial JK,2018-08-12,1426.937106918239,333.8886407797704,5.56
Memorial JK,2018-08-19,1439.81592039801,346.7674542595414,5.78
Memorial JK,2018-08-26,1309.41875,216.37028386153156,3.61
Memorial JK,2018-09-02,1248.9621212121212,155.91365507365276,2.6
Ministério da Cultura,2018-08-05,999.5803571428571,-93.46810899561137,-1.56
Ministério da Cultura,2018-08-12,759.8522727272727,-333.19619341119574,-5.55
Ministério da Cultura,2018-08-19,821.032967032967,-272.0154991055015,-4.53
Ministério da Cultura,2018-08-26,836.9619047619047,-256.08656137656374,-4.27
Ministério da Cultura,2018-09-02,739.1836734693877,-353.86479266908077,-5.9
Ministério da Defesa,2018-08-05,905.5545454545454,-187.49392068392308,-3.12
Ministério da Defesa,2018-08-12,851.7062146892655,-241.342251449203,-4.02
Ministério da Defesa,2018-08-19,760.0227272727273,-333.02573886574123,-5.55
Ministério da Defesa,2018-08-26,796.6153846153846,-296.43308152308384,-4.94
Ministério da Saude,2018-08-05,870.7439024390244,-222.3045636994441,-3.71
Ministério da Saude,2018-08-12,765.926267281106,-327.1221988573625,-5.45
Ministério da Saude,2018-08-19,796.3116883116883,-296.7367778267802,-4.95
Ministério da Saude,2018-08-26,878.6895306859205,-214.35893545254794,-3.57
Ministério da Saude,2018-09-02,833.3085501858736,-259.73991595259486,-4.33
Ministério do Planejamento,2018-08-05,706.4709677419355,-386.577498396533,-6.44
Ministério do Planejamento,2018-08-12,758.9362549800796,-334.11221115838885,-5.57
Ministério do Planejamento,2018-08-19,753.0611510791367,-339.98731505933176,-5.67
Ministério do Planejamento,2018-08-26,686.8620689655172,-406.1863971729513,-6.77
Ministério dos Transportes,2018-08-05,938.2933333333333,-154.7551328051352,-2.58
Ministério dos Transportes,2018-08-12,930.2107843137255,-162.83768182474296,-2.71
Ministério dos Transportes,2018-08-19,871.0226244343892,-222.0258417040793,-3.7
Ministério dos Transportes,2018-08-26,858.4,-234.6484661384685,-3.91
PAT,2018-08-05,1190.5890410958905,97.540574957422,1.63
PAT,2018-08-12,1064.8796296296296,-28.168836508838922,-0.47
PAT,2018-08-19,1080.4986225895316,-12.549843548936906,-0.21
PAT,2018-08-26,1022.0251396648044,-71.02332647366404,-1.18
PAT,2018-09-02,954.9673202614379,-138.08114587703062,-2.3
Praça Buriti,2018-08-05,1116.8804347826087,23.83196864414026,0.4
Praça Buriti,2018-08-12,1112.5285714285715,19.480105290102983,0.32
Praça Buriti,2018-08-19,1074.9675324675325,-18.08093367093602,-0.3
Praça Buriti,2018-08-26,1179.3196721311476,86.27120599267914,1.44
Praça Buriti,2018-09-02,1247.0245901639344,153.97612402546588,2.57
Praça do Povo,2018-08-05,1172.8305084745762,79.78204233610768,1.33
Praça do Povo,2018-08-12,930.7553191489362,-162.29314698953226,-2.7
Praça do Povo,2018-08-19,937.9052631578948,-155.14320298057373,-2.59
Praça do Povo,2018-08-26,1027.3714285714286,-65.67703756703986,-1.09
Praça do Povo,2018-09-02,1096.1927710843374,3.144304945868953,0.05
Rodoviária,2018-08-05,864.936507936508,-228.11195820196053,-3.8
Rodoviária,2018-08-12,878.2224448897796,-214.8260212486889,-3.58
Rodoviária,2018-08-19,977.075,-115.97346613846844,-1.93
Rodoviária,2018-08-26,1020.939879759519,-72.10858637894944,-1.2
Rodoviária,2018-09-02,946.565868263473,-146.48259787499546,-2.44
Rodoviária 2,2018-08-05,910.3812949640288,-182.66717117443966,-3.04
Rodoviária 2,2018-08-12,827.1258581235697,-265.92260801489874,-4.43
Rodoviária 2,2018-08-19,907.1079913606911,-185.94047477777735,-3.1
Rodoviária 2,2018-08-26,1078.722100656455,-14.326365482013443,-0.24
Rodoviária 2,2018-09-02,965.8125,-127.23596613846848,-2.12
Rodoviária 3,2018-08-05,1053.1043165467627,-39.94414959170581,-0.67
Rodoviária 3,2018-08-12,944.8202247191011,-148.22824141936735,-2.47
Rodoviária 3,2018-08-19,973.5923913043479,-119.45607483412061,-1.99
Rodoviária 3,2018-08-26,1015.0055096418732,-78.04295649659525,-1.3
Rodoviária 3,2018-09-02,940.8044871794872,-152.2439789589813,-2.54
SAS,2018-08-05,703.3265306122449,-389.72193552622355,-6.5
SAS,2018-08-12,765.4387755102041,-327.6096906282644,-5.46
SAS,2018-08-19,897.5806451612904,-195.46782097717812,-3.26
SAS,2018-08-26,797.0568181818181,-295.99164795665035,-4.93
SAS,2018-09-02,972.0694444444445,-120.97902169402403,-2.02
SQN 205,2018-08-05,1236.6571428571428,143.60867671867436,2.39
SQN 205,2018-08-12,1036.0119760479042,-57.03649009056426,-0.95
SQN 205,2018-08-19,1115.438679245283,22.3902131068146,0.37
SQN 205,2018-08-26,1031.9098712446353,-61.138594893833215,-1.02
SQN 205,2018-09-02,1023.2767295597484,-69.77173657872004,-1.16
SQS 305,2018-08-05,1503.659574468085,410.6111083296166,6.84
SQS 305,2018-08-12,1356.2280701754387,263.1796040369702,4.39
SQS 305,2018-08-19,1337.1127819548872,244.06431581641868,4.07
SQS 305,2018-08-26,1345.0857142857142,252.0372481472457,4.2
SQS 305,2018-09-02,1327.139534883721,234.09106874525241,3.9
SRTVS,2018-08-05,1053.1818181818182,-39.86664795665024,-0.66
SRTVS,2018-08-12,1127.766304347826,34.717838209357524,0.58
SRTVS,2018-08-19,1153.2944162436547,60.24595010518624,1.0
SRTVS,2018-08-26,1009.5053191489362,-83.54314698953226,-1.39
SRTVS,2018-09-02,1329.8827160493827,236.8342499109142,3.95
STF,2018-08-05,1394.1801801801803,301.1317140417118,5.02
STF,2018-08-12,1264.5,171.45153386153152,2.86
STF,2018-08-19,1079.5864661654136,-13.461999973054844,-0.22
STF,2018-08-26,1161.1265060240964,68.07803988562796,1.13
STF,2018-09-02,1126.8842975206612,33.83583138219274,0.56
Setor Hoteleiro Norte,2018-08-05,1207.8676470588234,114.81918092035494,1.91
Setor Hoteleiro Norte,2018-08-12,966.8955223880597,-126.15294375040878,-2.1
Setor Hoteleiro Norte,2018-08-19,1228.6851851851852,135.63671904671673,2.26
Setor Hoteleiro Norte,2018-08-26,1009.2784810126582,-83.76998512581031,-1.4
Setor Hoteleiro Norte,2018-09-02,929.0598290598291,-163.98863707863939,-2.73
Shopping Mall,2018-08-05,954.3424657534247,-138.7060003850438,-2.31
Shopping Mall,2018-08-12,1044.6567164179105,-48.39174972055798,-0.81
Shopping Mall,2018-08-19,1046.9632352941176,-46.08523084435092,-0.77
Shopping Mall,2018-08-26,848.6190476190476,-244.4294185194209,-4.07
Shopping Mall,2018-09-02,848.704081632653,-244.34438450581547,-4.07
Shopping Pátio Brasil,2018-08-05,1121.4420289855072,28.393562847038766,0.47
Shopping Pátio Brasil,2018-08-12,1034.9325842696628,-58.11588186880567,-0.97
Shopping Pátio Brasil,2018-08-19,1038.8609865470853,-54.18747959138318,-0.9
Shopping Pátio Brasil,2018-08-26,1079.530516431925,-13.517949706543504,-0.23
Shopping Pátio Brasil,2018-09-02,1021.9653179190751,-71.08314821939337,-1.18
TSE,2018-08-05,1031.0862068965516,-61.962259241916854,-1.03
TSE,2018-08-12,1031.6575342465753,-61.39093189189316,-1.02
TSE,2018-08-19,979.2459016393443,-113.80256449912417,-1.9
TSE,2018-08-26,1191.3595505617977,98.31108442332925,1.64
TSE,2018-09-02,1074.6901408450703,-18.35832529339814,-0.31
Torre de TV,2018-08-05,1548.9322033898304,455.88373725136194,7.6
Torre de TV,2018-08-12,1565.7650602409637,472.71659410249526,7.88
Torre de TV,2018-08-19,1528.1192052980132,435.0707391595447,7.25
Torre de TV,2018-08-26,1532.7577639751553,439.7092978366868,7.33
Torre de TV,2018-09-02,1413.1612903225807,320.11282418411224,5.34
W2/EQN305/306,2018-08-05,1145.0275862068966,51.979120068428074,0.87
W2/EQN305/306,2018-08-12,1044.440366972477,-48.60809916599146,-0.81
W2/EQN305/306,2018-08-19,1080.8130081300812,-12.23545800838724,-0.2
W2/EQN305/306,2018-08-26,1178.0039682539682,84.95550211549971,1.42
W2/EQN305/306,2018-09-02,960.9827586206897,-132.06570751777883,-2.2
